1501725;-3.30383416;-52.61026863
1700350;-11.36118248;-48.94273714
1700400;-11.47317937;-47.30336123
1700707;-12.40859784;-49.11559645
1701002;-6.194829332;-48.20549421
1702158;-6.736391083;-48.5570316
1702208;-5.64116669;-48.00945051
1702307;-7.729270431;-49.00925341
1702406;-12.82061202;-46.91417473
1701101;-9.977608906;-48.02170162
1701309;-6.989454575;-48.52559814
1701903;-8.909640409;-49.57400741
1702000;-12.84042415;-49.77486644
1702109;-7.252426738;-48.28194249
1703057;-7.990765037;-48.71185772
1703073;-7.712422576;-47.64132794
1703107;-9.900714997;-48.78067857
1703701;-11.06695089;-48.69157606
1703206;-7.989945754;-48.98998947
1703305;-9.003578201;-47.86414376
1703842;-8.215662774;-46.77245787
1703867;-11.94852844;-49.13878391
1705607;-12.14649071;-47.28770321
1707652;-12.23945916;-49.41330613
1707702;-7.513930776;-47.86092774
1708205;-12.12044736;-50.37019325
1708254;-9.086394952;-48.57727098
3116308;-20.915187;-43.34847861
3116407;-20.358816;-47.25711751
3116506;-17.056865;-44.26280512
1718006;-11.54897778;-47.06560851
1718204;-10.54767685;-48.54524103
1718402;-8.465157761;-48.47696309
1718451;-10.42124537;-48.8634608
1718501;-8.697911732;-47.1115262
1718550;-6.475108629;-48.08881251
1718709;-9.238967213;-48.44910032
1718758;-9.644463969;-47.4896523
3115409;-20.6672405;-43.49479357
1718840;-12.38892586;-49.8568186
1718881;-8.801364631;-47.89837839
1721257;-8.940714116;-48.28186962
3503604;-22.61550665;-48.648364
3503703;-21.17752012;-48.79102526
3513702;-21.88045392;-47.65030902
3513801;-23.698191;-46.60869659
3513900;-21.66869625;-46.70960106
3514106;-22.40188977;-48.33371133
3514304;-22.12099039;-48.32299034
3514403;-21.55715379;-51.58761843
3514502;-22.39887645;-49.41018182
3514601;-21.245822;-47.98127795
3514700;-22.4197576;-50.21161349
3514809;-24.50085496;-48.19622434
3514908;-23.07602819;-47.35802464
2931707;-12.38989536;-38.59384037
2931806;-15.09291866;-41.47500198
2931905;-10.99688935;-38.82463938
2932002;-9.923806038;-39.47371536
2932101;-13.31641416;-39.67411876
1714880;-7.651369617;-48.34484253
1715002;-10.5277497;-48.99739632
1400100;3.017519582;-60.74428305
1400159;2.793528892;-60.17437809
1400175;2.295396649;-60.53661102
3118304;-20.6695185;-43.78787766
3515707;-23.5645005;-46.36881035
3515806;-21.7017012;-51.38355061
3515905;-20.64777551;-50.14405252
3516002;-21.54921808;-51.16826428
1718907;-11.41175113;-48.13974766
3516507;-21.50763137;-50.55203263
3516606;-22.32547316;-49.60253408
3516705;-22.22962265;-49.6602054
3516804;-20.80574596;-50.20726146
3516853;-21.78032406;-48.42423288
3516903;-20.64320167;-50.39063851
3517000;-21.81178012;-49.99713713
3519501;-22.81091495;-50.05728762
3519600;-21.78929195;-48.83762773
3519709;-23.81060066;-47.13470818
3519808;-20.36616841;-49.18290005
3519907;-22.63348224;-51.05897313
3118403;-19.1736495;-41.48048345
3535507;-22.46513588;-50.64518204
1400209;0.311564698;-62.10849499
1400233;0.962390887;-59.32577259
1400282;2.17885227;-61.66985921
3532207;-22.52471034;-51.50022949
3532306;-23.42710411;-45.36971522
3532405;-23.2048185;-46.37732239
3532504;-20.8755764;-49.65687049
3532603;-20.67250029;-50.02796791
3532702;-20.89276569;-49.7746978
3532801;-21.05209619;-49.51393772
3120904;-18.754195;-44.52381741
3121100;-22.5113845;-45.26027589
3545506;-22.46714253;-51.82656835
3545605;-21.32128986;-48.82691114
3545704;-20.03210265;-50.72270058
3545803;-22.80381883;-47.43366328
3123007;-21.1011785;-43.99300117
3123106;-19.03407;-42.95950105
3546603;-20.2660405;-50.97330743
3546801;-23.295554;-46.2361926
3510005;-22.8092526;-50.42673614
3553609;-21.45604182;-46.76566371
3553708;-21.44150029;-48.57354304
3553807;-23.53409617;-49.24145024
3553856;-23.94024259;-48.67109314
3553906;-22.363472;-51.63410417
3554003;-23.35553474;-47.86148153
3554102;-23.08636428;-45.48019815
3554201;-23.34881729;-49.30989029
3554300;-22.42818238;-52.33595896
3554409;-20.77467341;-48.344494
3554706;-22.4490308;-48.162321
3554805;-22.93815736;-45.6059411
3554953;-22.8306301;-46.6900345
3555000;-21.95746083;-50.54665431
1508001;-2.660119151;-48.25940657
1508035;-1.056839606;-46.91626508
3538204;-22.78535069;-46.58076646
3538808;-23.19424307;-49.35055928
2802304;-10.50752918;-37.61616437
2802403;-10.03465093;-37.28738774
2802601;-10.23914171;-37.20542155
3536406;-21.21223667;-51.79843246
3127107;-20.109095;-49.02228406
3544806;-21.3376941;-49.49624775
4207908;-26.35669;-50.77057992
4208005;-27.24936457;-52.34535504
4208104;-26.50838671;-49.8685917
4208203;-26.96726624;-48.73765196
3135209;-15.32042;-45.20144355
3158003;-19.431125;-43.13132285
3135308;-20.133871;-45.5338849
3135902;-22.007635;-45.26621075
4211892;-27.97744542;-50.08309002
1400308;2.53170636;-62.0049184
1400407;3.836290099;-60.03270817
1400456;4.166427633;-60.88736733
1400472;-0.216167462;-61.05994721
1400506;0.769359836;-59.92116503
1400704;4.716567391;-60.34123823
1506559;-1.725484041;-46.90032941
4215901;-27.9588977;-48.94193407
4216057;-27.29156888;-50.34263159
4216107;-26.53955174;-52.54321657
4216206;-26.29190615;-48.63596222
3137809;-21.9949735;-45.39935006
3137908;-20.77625;-43.48476613
3139250;-15.0139975;-42.9562709
3139300;-14.669907;-44.13032075
3139409;-20.1833965;-42.08306439
3139508;-20.349291;-41.93953535
3139607;-18.68236572;-41.07338923
3139805;-21.864456;-43.00349931
3139706;-19.514378;-44.67863707
3139904;-22.3177275;-45.30912679
3140308;-19.682211;-42.59188201
4300604;-30.00418357;-51.06022321
4202800;-28.25002782;-49.12926254
3111804;-18.756855;-49.2445381
4203956;-28.4538637;-48.94697575
4204004;-27.03091343;-51.67192882
4204103;-27.15145744;-52.91267407
3140555;-15.7671995;-40.69755911
3140605;-18.46706;-43.04970225
3140704;-20.0317385;-44.42976947
3171501;-18.6034065;-41.920964
3140803;-21.869941;-43.30698456
1506583;-8.64284882;-50.39245277
3142007;-16.258303;-44.13075665
3142106;-20.853294;-42.4086495
3142205;-21.144009;-42.63645712
4301305;-32.19959785;-53.03611687
5208301;-13.22025829;-46.49329973
5207253;-16.89963531;-52.5466962
3143203;-21.2050815;-46.97070468
4301602;-31.24627598;-54.16879876
3143401;-22.42823;-46.53429885
3143302;-16.6149075;-43.88943812
3143450;-15.206327;-42.48418861
3143500;-18.56302;-45.42824454
3145000;-19.2475365;-47.72157195
4302501;-28.65112545;-54.98093099
1506708;-9.272942541;-50.54412761
1506807;-2.668762066;-55.53604587
1507300;-7.461465516;-52.46204088
4302808;-30.55360703;-53.4861638
4302907;-29.93573424;-54.86722851
4303004;-30.23568583;-53.00786306
3518305;-23.4255305;-46.06647257
3169802;-21.8796525;-45.79372945
3169901;-21.1113225;-42.95390218
4311734;-29.27424916;-50.02721438
4312153;-29.51968738;-52.13826728
3113503;-17.512547;-43.04668942
3113602;-22.0719155;-45.66333618
3113701;-17.6678965;-40.88165342
3113800;-19.055604;-43.16258303
2100873;-3.066232223;-45.77459236
2902252;-15.23282581;-39.39400663
2902302;-13.09119783;-39.0586434
2902401;-14.36347235;-39.50733087
2902500;-12.67430506;-44.42450908
2902609;-11.95650857;-40.1368894
3130606;-22.345547;-46.2855403
3130655;-15.563807;-42.14970107
3550001;-23.24082676;-45.25733379
3550100;-22.69784676;-48.52533758
4317103;-30.8046928;-55.52538875
4316709;-28.36801826;-53.26991738
5007109;-20.58075504;-53.52201796
5007208;-21.65079583;-54.64477281
5007307;-19.44337339;-54.99408785
5007406;-18.78672201;-54.97443451
2901155;-11.39975145;-41.53230044
1100072;-12.88145928;-61.22329237
4323309;-28.86067918;-51.55394053
3128600;-17.752972;-47.13480119
3124302;-14.9046515;-42.79308357
4316758;-29.45382881;-52.13012511
4312625;-28.31206652;-51.76961562
2902658;-10.62283137;-38.63321392
3556008;-21.21985052;-49.26388767
3556107;-20.40966857;-50.08905417
3556206;-22.9801435;-46.98506066
2400307;-5.47517538;-36.57667123
4312708;-27.35244912;-52.84477014
3541059;-22.81604077;-48.68328026
3543238;-21.80828251;-51.59340128
1100080;-12.08719673;-64.18629921
1100940;-9.121291482;-62.53147138
4201604;-26.92466688;-51.32677912
3143708;-19.2185235;-43.40184349
4313060;-29.5894049;-50.90182291
4319406;-29.60203289;-54.19688576
4319604;-30.20624084;-53.66905642
3124807;-18.736006;-47.74189142
3112505;-19.5814875;-44.1689073
4307559;-27.92659552;-52.2947084
4320503;-28.01283655;-52.3276665
3112604;-18.67513;-49.60136963
3112653;-19.0505325;-41.82001999
3112703;-16.099117;-43.6479093
3112901;-20.183459;-42.2619021
2508208;-6.680669504;-35.36382184
4318507;-31.80023516;-51.72626581
2804805;-10.87325175;-37.1586771
4321204;-29.63449713;-50.72933001
3113107;-20.8934085;-43.72563437
3125101;-22.8117065;-46.29528824
5106224;-13.52210262;-56.08158248
4321501;-29.32871752;-49.78498464
3143807;-22.6350911;-46.3086163
3143906;-21.0863235;-42.4012171
2901205;-14.61572595;-41.07868611
2903409;-15.94899304;-39.18190702
3552106;-22.59903476;-46.51680799
3132305;-17.417492;-41.67914027
5100607;-17.77503858;-53.3484561
5101001;-15.07480954;-51.7936557
1703891;-5.332204387;-48.00354425
5106174;-14.14636741;-51.79788392
5106232;-14.75651318;-57.41598687
4218905;-28.06447611;-49.59276648
4218954;-28.01026445;-49.88323978
2612505;-7.887788141;-36.3386459
3144375;-16.538829;-46.47461641
4219002;-28.49193399;-49.35414399
4202701;-27.21351679;-49.10566768
4322608;-29.55317363;-52.24373427
4322707;-29.73007468;-52.53241836
4323002;-30.20503253;-50.83943698
4323200;-28.54834218;-52.68298653
4219101;-26.79914675;-52.16969008
3508900;-21.94717991;-51.22618136
3509007;-23.376609;-46.74176516
3509106;-21.79444456;-51.95468656
3509205;-23.35406362;-46.86671057
3142304;-20.329623;-44.00452012
3142403;-19.8447985;-45.43437279
4219150;-27.46933238;-50.94560139
3530102;-21.0873622;-51.12427602
5006408;-17.95554607;-54.35451495
2612802;-7.446060338;-37.44157751
3143005;-21.3059765;-46.32987884
3143104;-18.7152615;-47.43821657
1700301;-6.501017569;-47.50299275
1100015;-12.47107475;-62.13701362
1100379;-12.57387109;-61.76382576
1100403;-9.697418128;-63.37666295
1100346;-11.33448185;-62.46892569
1100023;-9.978684079;-63.05684578
1100452;-10.08799574;-63.91079389
3143609;-18.6038175;-44.61227109
1100700;-10.49845697;-63.76481195
1100809;-8.96449332;-63.53791812
1100056;-13.1839687;-61.20477795
1100924;-12.57883779;-60.88546604
5006606;-22.19942197;-55.52971888
5006903;-21.21255607;-57.25905236
1100106;-11.32304857;-64.4166863
1101104;-9.13256937;-63.1242269
1100114;-10.64968274;-62.55349403
1100122;-10.45106898;-61.69204651
1100130;-9.190073744;-61.92709957
1101302;-11.04582436;-62.80662148
1101401;-10.24670269;-63.37963953
1100148;-11.62876658;-62.33065437
3138203;-21.2631935;-45.02097099
5101209;-16.7043901;-53.13888627
3100609;-18.013902;-42.28340933
5000906;-22.22335563;-56.0006609
3102209;-19.42042;-41.72406694
3102308;-20.110701;-43.15617573
3102902;-21.42814;-43.76911693
3103009;-19.5783355;-42.86592165
3103108;-21.02410344;-42.15269938
3105707;-20.2897675;-43.06425965
3108909;-22.4906405;-45.62356774
3126307;-20.8896135;-46.76943055
3126406;-19.5347995;-44.52758726
1100304;-12.12404875;-60.11260406
3136603;-19.623843;-43.5703698
3145307;-17.364717;-41.91915227
3109253;-19.357325;-42.32009969
3112109;-20.531152;-41.9509743
3112208;-20.91549;-43.60283902
3112307;-17.702821;-42.46840895
3534203;-20.2133094;-49.36556917
4312351;-28.66513221;-52.05074052
3117207;-22.1390335;-45.43476787
3144904;-18.4390055;-41.52895917
1101492;-12.38040868;-62.9476361
1100320;-11.62049473;-62.7240185
1101500;-11.88598007;-63.1079644
1101559;-10.9304152;-62.25811145
1101609;-10.08902069;-62.28082107
4113205;-25.80125239;-49.88207679
1101757;-9.69050836;-61.77146757
3112406;-20.6608055;-47.04832947
1300631;-4.543016274;-61.73826179
3113008;-17.163188;-41.47181689
4105508;-23.73717418;-52.6412411
2402600;-5.599490009;-35.37201289
3127339;-14.981863;-43.26401398
3127354;-16.8990385;-43.64085968
2403707;-5.552010506;-37.65868321
4212403;-28.48985267;-49.22460133
4212502;-26.8037813;-48.64381435
3146552;-15.3494355;-43.21572399
3146602;-21.29217;-43.428719
4105607;-23.37403138;-52.94708833
4105706;-26.31001226;-52.35723369
4105805;-25.30926009;-49.1921889
3157500;-18.8635045;-42.39979439
4318051;-28.53692453;-51.8649944
4205803;-26.06485213;-48.87872024
4205902;-26.91813903;-48.93656517
3147402;-19.279771;-44.33620802
3147808;-22.168792;-44.26083112
3157609;-16.733292;-45.56520284
3126604;-17.4340495;-44.25194584
3126703;-16.443844;-43.57065445
3126752;-17.9985035;-41.98147931
4207700;-27.04087817;-52.17009909
3145356;-17.240211;-41.26538273
3145372;-16.0038595;-42.38383583
3126901;-18.522203;-41.91387278
3126950;-18.1471795;-42.75676044
3127008;-20.219155;-49.13332979
2410009;-6.29531571;-38.03260845
